text,classification,tweet_proc
"Buffett w/ megan , nasir , mohammed ndd kiara",1,buffett w megan nasir mohammed ndd kiara
"«Å stemme er å delta i en demokratisk prosess som er i strid med islam, for det er bare Allah som kan fastsette regler for mennesker,»",1,stemme delta demokratisk prosess strid islam allah fastsette regler mennesker
"""""""Utifra høydepunkter fra Chelseas U18-kamper må jeg si """"""""Den skotske Rooney"""""""", Islam Feruz ser svært lovende ut #cfcnor""""""",1,utifra høydepunkter chelseas u kamper må skotske rooney islam feruz ser svært lovende cfcnor
AlSheik Mohammed bin Hamad Al Thani <U+2661><U+2661> @MbinH,1,alsheik mohammed bin hamad al thani u u
"Åååh, æ ønske mæ sånn muslim-smurfelue i julegave!",1,åååh æ ønske mæ muslim smurfelue julegave
mohammed nafisa in twitter,1,mohammed nafisa in twitter
"@MittOmbud @SOrstavik Snu på det! Skal man godta å få dårligere behandling fordi legen er muslim, homo, katolikk etc?",1,snu godta få dårligere behandling legen muslim homo katolikk etc
Folk som kjenner en muslim har mye mindre fordommer enn folk som ikke gjør det. Invitér på te! Årets viktigste holdningskampanje #teatime,1,folk kjenner muslim mye mindre fordommer folk ikke gjør invitr te årets viktigste holdningskampanje teatime
Skal du godta å få dårligere hjelp hos legen fordi du er lesbisk? Fordi du er muslim? @SOrstavik,1,godta få dårligere hjelp hos legen lesbisk muslim
Mohammed wsh m6fshk ! :') ent da2mn 6fshan :( <U+0097> Hhhhhhhhhhhhhhhh,1,mohammed wsh mfshk ent damn fshan u hhhhhhhhhhhhhhhh
"@krikkert Fra Vikingarna til den evinnelige diskusjonen FrP, Islam og Midtøsten. Ender alltid med at en eller flere blir sure.",1,vikingarna evinnelige diskusjonen frp islam midtøsten ender alltid flere sure
"Jævlig kleint, tror jeg tenner på menn med nikab",1,jævlig kleint tror tenner menn nikab
En muslim som bor på Svinesund og spiser marsipangris er vel selve definisjonen på å tøye grenser?,1,muslim bor svinesund spiser marsipangris vel selve definisjonen tøye grenser
Ble forsøkt konvertert til Islam av somalier utenfor asiabutikken. Inshallah og #ffnor til Allah.,1,forsøkt konvertert islam somalier utenfor asiabutikken inshallah ffnor allah
"Vi må det, sette flyktninger opp mot gamle og syke. Da vinner i mine øyne den siste gruppen. Vi kan ikke ta ansvar for at de ikke greier å holde fred i muslimske land. Dette kommer til å bli virkeligheten i Europa om bare få år om vi tar i mot flyktninger fra muslimske land. I realiteten kommer vi til å få religionskrig om få år. Muslimene vil innføre sharialover og ta over våre land og fjerne demokratiet.",0,må sette flyktninger gamle syke vinner øyne siste gruppen ikke ta ansvar ikke greier holde fred muslimske land kommer virkeligheten europa få år tar flyktninger muslimske land realiteten kommer få religionskrig få år muslimene innføre sharialover ta våre land fjerne demokratiet
"""""""Nå tar du alle under en kam. """"""""Muslimene vil"""""""" jeg tror ikke du kjenner mange muslimer når du kommer med en så ignorant kommentar om muslimer. En muslim er ikke alle muslimer. Har du tenkt på at de vil komme til våre land FORDI vi har demokrati?""""""",1,tar under kam muslimene tror ikke kjenner muslimer kommer ignorant kommentar muslimer muslim ikke muslimer tenkt komme våre land demokrati
"""""""Muslimer generelt vil ikke intergreres. Hvorfor driver de fremdeles med henteekteskap, er sjelden eller aldri å se på foreldremøter og liker ikke at barna deres blir """"""""for norske"""""""", kler jentene sine i hijab fra ett års alderen og nekter dem å delta på skoleturer, overnattingsturer osv. Noen er mer liberale, det skal jeg være enig med deg i, men de er i et lite mindretall.""""""",0,muslimer generelt ikke intergreres driver fremdeles henteekteskap sjelden aldri se foreldremøter liker ikke barna norske kler jentene hijab års alderen nekter delta skoleturer overnattingsturer osv mer liberale enig lite mindretall
"Vi har demokrati, men jo flere muslimer, desto mindre demokrati. Det er ikke forenelig med islam.",0,demokrati jo flere muslimer desto mindre demokrati ikke forenelig islam
"923 knivstikkinger i Sverige i 2019 er ikke nok for de islamofile. Dere vil ha mer. Ja, dette er rent landssvik slik jeg ser det.",0,knivstikkinger sverige ikke nok islamofile mer rent landssvik ser
Vi skule ha en spesial Politi og etterforskning kun for Islamsk.,0,skule spesial politi etterforskning islamsk
"Slik var Iran på 60 tallet, Se på Iran idag! Islamisk plagg har en smitteffekt .",0,iran tallet se iran idag islamisk plagg smitteffekt
Kor lenge skal tv2 gnåle om dette. De er faktisk mange normen som synes de samme som Hodne. Og ønsker ikke islam velkommen til Norge. Vi har klart oss godt uten islam. De finnes ikke et land di praktiserer islam som har fred og frihet.,0,kor lenge tv gnåle faktisk normen synes hodne ønsker ikke islam velkommen norge klart godt islam finnes ikke land praktiserer islam fred frihet
"""""""Er det ikke rart og fint hva som kan skje når man blir kjent med """"""""de muslimene""""""""""""""",1,ikke rart fint skje kjent muslimene
Så bra at man evner å se mennesket og ikke det ytre. Et godt eksempel på at vi tilegner oss kunnskap og lærer så lenge vi lever,1,bra evner se mennesket ikke ytre godt eksempel tilegner kunnskap lærer lenge lever
Det er i alle fall et skritt i riktig retning! Det er håp. Utrolig hvor godt det kan hjelpe på fordommene å bli kjent med noen.,1,fall skritt riktig retning håp utrolig godt hjelpe fordommene kjent
Enda en seier for våre nye landsmenn... får se om dere sier det samme når de lager helvete.,0,enda seier våre nye landsmenn får se sier lager helvete
"Det er viktig til oss alle som bor i Norge å respektere hverandre,å hjelpe hverandre,å kjenne forskjellige kulturer,livsyn,religioner og å løse problemer med fredelig måte.Vi takker til alle som har jobbet hard for å løse denne handlingen på gode måter.Respekt Norge.",1,viktig bor norge respektere hverandre hjelpe hverandre kjenne forskjellige kulturer livsyn religioner løse problemer fredelig måte takker jobbet hard løse handlingen gode måter respekt norge
Dette er et bevis på at her i Norge må man gi opp for presset å bøye seg som vanlig for Islam ! 666 !,0,bevis norge må gi presset bøye vanlig islam
"Sånn er det å bli kjent med en muslim! Flere burde prøve det, istedet for og kun kritisere mennesker man ikke kjenner. De er faktisk mennesker som oss de også",1,kjent muslim flere burde prøve istedet kritisere mennesker ikke kjenner faktisk mennesker
"gjen viser dette at alle kryper for muslimer og det må en gang ta slutt. Dette er Norge, vestlig sivilisert land, våres kultur og leve måte og er de ikke fornøyd så kan da bosette seg i et muslimsk land.",0,gjen viser kryper muslimer må gang ta slutt norge vestlig sivilisert land våres kultur leve måte ikke fornøyd bosette muslimsk land
Det står det respekt av. Snakk med mennesker å bli kjent med mennesker så er kanskje ikke det vi ikke kan nok om og ikke forstår så godt ikke så skummelt lengre.,1,står respekt snakk mennesker kjent mennesker kanskje ikke ikke nok ikke forstår godt ikke skummelt lengre
"Et eksempel på fromme muslimer. Dette vil de fortsette med i de landene de kommer til, når de føler seg sterke nok.",0,eksempel fromme muslimer fortsette landene kommer føler sterke nok
Det kommer til å bli vanskelig å være kristen i Norge i framtiden hvis islam får vokse mer!,0,kommer vanskelig kristen norge framtiden islam får vokse mer
"""""""Trenger Europa mer tid til å se hva de har fått i hus? Selv rampete 14 -15 årige skolegutter som mobber sine medelever får sterkere reaksjon enn disse fremmedkulturelle elementene. Det som gjør det så uendelig mer tragisk er at disse som tyranniserer sine egne landsmenn og resten av vår kultur er «voksne» individer som krever å bli tatt alvorlig. De vil aldr bli mer voksne eller «siviliserte"""""""" enn de er nå. De har stått stille i minst 1400 år. Aldri før har vel en folkegruppe provosert så mange så mye så lenge.""""""",0,trenger europa mer tid se fått hus rampete årige skolegutter mobber medelever får sterkere reaksjon fremmedkulturelle elementene gjør uendelig mer tragisk tyranniserer egne landsmenn resten kultur voksne individer krever tatt alvorlig aldr mer voksne siviliserte stått stille minst år aldri vel folkegruppe provosert mye lenge
"Det må vel bare være for at det er korrekt å si at islam er fredens religion, at noen påstår slikt fremdeles? At islam og vestlige verdier er omtrent det samme, fordi ikke alle muslimer er terrorister, og at de som meier ned folk på gaten i Allahs navn er desillusjonerte, og ikke har noe med den riktige tolkningen av islam å gjøre?",0,må vel korrekt islam fredens religion påstår slikt fremdeles islam vestlige verdier omtrent ikke muslimer terrorister meier folk gaten allahs navn desillusjonerte ikke riktige tolkningen islam gjøre
For oppegående folk kan da ikke i opplysningens tid mene at islam virkelig hører hjemme i Norge og andre vestlige land?,0,oppegående folk ikke opplysningens tid mene islam virkelig hører hjemme norge andre vestlige land
"""""""Slik holder imamer sine muslimer under kontroll, og forteller hva de kan gjøre for å unngå straff. Den uhellige religionsfriheten har fått myndigheter og """"""""gode"""""""" mennesker til å miste retningssansen, og de styrer nu mot et religiøst diktatur. Islam er og blir en djevelsk oppfinnelse. Den tidlige læren fra Mekka, kan ikke unnskylde det som kom senere.""""""",0,holder imamer muslimer under kontroll forteller gjøre unngå straff uhellige religionsfriheten fått myndigheter gode mennesker miste retningssansen styrer nu religiøst diktatur islam djevelsk oppfinnelse tidlige læren mekka ikke unnskylde senere
"Hadde våre politikere vært mennesker med en forstand som ikke var tilsløret av katastrofefremkallende multikultur-ideologi og politisk korrekthet, hadde dette svinet av en islamsk hatpredikant blitt kjeppjaget ut av landet før han hadde fått åpnet den hvitløkstinkende kjeften sin, en eneste gang.",0,våre politikere mennesker forstand ikke tilsløret katastrofefremkallende multikultur ideologi politisk korrekthet svinet islamsk hatpredikant kjeppjaget landet fått åpnet hvitløkstinkende kjeften eneste gang
"Det har aldri eksistert en ondere ideologi enn Islam, selv ikke nazistene var så syke i hodet.",0,aldri eksistert ondere ideologi islam ikke nazistene syke hodet
"Islam dreper både i ord og handling. De kan fritt spre sitt ondskapsfulle hat om drap, voldtekt og lemlestelse på sosiale medier og ellers, mens de som kritiserer islam for dette blir utestengt, både fra såkalte demokratiske land i vesten og sosiale medier som Twitter og Facebook. Verden er snudd på hodet og vil føre til den frie vestlige og demokratiske sivilisasjonens undergang.",0,islam dreper ord handling fritt spre ondskapsfulle hat drap voldtekt lemlestelse sosiale medier ellers mens kritiserer islam utestengt såkalte demokratiske land vesten sosiale medier twitter facebook verden snudd hodet føre frie vestlige demokratiske sivilisasjonens undergang
Her har du fått med deg alt....hvordan Norske kvinner og menn kan forsvare denne grusomme ideologien skjønner ikke jeg heller.,0,fått alt norske kvinner menn forsvare grusomme ideologien skjønner ikke heller
"Muslimsk forvrengt dritt!At dette blir akseptert,dette er hjernedød",0,muslimsk forvrengt dritt akseptert hjernedød
"Bare å lese historie, så ser enn at islam ikke er forenlig med vestlige tro, kultur og verdier. Dem har en tro som fortsatt er på 500 tallet å vi lever i 2020..",0,lese historie ser islam ikke forenlig vestlige tro kultur verdier tro fortsatt tallet lever
"Jeg blir dypt krenket bare av å se bilder av desse fremmed elementene, fulle av hat mot alt det Norske, og at det skjer i Oslo. Jeg mener dem skal plasseres i lasterommet på et lasteskip, å sendes tilbake til opprinnelse land, så raskt som overhodet mulig. Vi kan ikke fylle opp landet med slike. Det må selv FN sin muslimske høykommisær for flyktinger forstå.",0,dypt krenket se bilder desse fremmed elementene fulle hat alt norske skjer oslo mener plasseres lasterommet lasteskip sendes tilbake opprinnelse land raskt overhodet mulig ikke fylle landet slike må fn muslimske høykommisær flyktinger forstå
Det er det dummeste argumente jeg har hørt.Kvinneundertrykkelse er ikke kultur. Vi har vært gjennom dette inorge også. Stakkar deg som er så hatefull mot muslimer.,1,dummeste argumente hørt kvinneundertrykkelse ikke kultur gjennom inorge stakkar hatefull muslimer
Dere trenger ikke hijab eller klesdrakt for vise deres tro . Du kan be selv når du venter på bussen. Dere bor i et vestlig land nå . Tror det norske folk klarer å ha egen mening om hva vi ønsker . Det er dere selv som skaper avstand .,0,trenger ikke hijab klesdrakt vise tro be venter bussen bor vestlig land tror norske folk klarer egen mening ønsker skaper avstand
Er det ikke tvang hjernevasking når de setter hijab på bitte små barn?Grenser ikke det til overgrep så er du på en annen planet enn meg!,0,ikke tvang hjernevasking setter hijab bitte små barn grenser ikke overgrep annen planet
"Alle mennesker er ikkje like mykje verdt i Islam, spessielt kvinner og homofile. En farlig relgion som ikkje hører heime i noreg.",0,mennesker like verdt islam spessielt kvinner homofile farlig relgion hører heime noreg
"Problemet er hvorfor muslimske kvinner skal dekke seg til iflg læren. Begrunnelsen gjør at bruk av hijab, niqab, burka, sender diskriminerende signaler. Det verste er dog at det promoterer en totalitær ideologi.",0,problemet muslimske kvinner dekke iflg læren begrunnelsen gjør bruk hijab niqab burka sender diskriminerende signaler verste dog promoterer totalitær ideologi
"Muslimer er så hyperkriminelle at, når det avsløres en med rent rulleblad, så er det like sensasjonelt som da amerikanerne landet på månen.",0,muslimer hyperkriminelle avsløres rent rulleblad like sensasjonelt amerikanerne landet månen
"Innvandrere fra muslimske land er så vulgært kriminelle at deres vanvittige kriminelle aktivitet må skjules under koder, i Sverige er koden, 291!",0,innvandrere muslimske land vulgært kriminelle vanvittige kriminelle aktivitet må skjules under koder sverige koden
"Man trenger ikke være forsker for å se at Nordmenn er blitt mer og mer skeptiske og redde for framtiden. Hvem skal beskytte oss når islamistene tar over landet med de regler de har. Vi ferdes ikke trykt noen steder lenger, og Skandinavia er blitt ødelagt for alltid, med de tullete partiene som står med åpne hender.",0,trenger ikke forsker se nordmenn mer mer skeptiske redde framtiden beskytte islamistene tar landet regler ferdes ikke trykt steder lenger skandinavia ødelagt alltid tullete partiene står åpne hender
"For å ikke være bekymret over det som skjer i Norge og Europa må man være naiv og dum. Europa er dømt til konflikter med en så stor innvandring av muslimer. Det kommer til å bli borgerkrigs lignende tilstander i Europa, og hva som skjer når vi begynner å prøve å sende ut våre nye landsmenn og kritisere Islam og stenge radikale moskeer. Kommer ikke til å ende godt.",0,ikke bekymret skjer norge europa må naiv dum europa dømt konflikter stor innvandring muslimer kommer borgerkrigs lignende tilstander europa skjer begynner prøve sende våre nye landsmenn kritisere islam stenge radikale moskeer kommer ikke ende godt
Jeg er blitt redd. Jeg tenker at jeg snart må kle meg i hijab og lange gevanter for ikke å skille meg ut her jeg bor. Gjerne niqab også for det blir mer og mer vanlig her.,0,redd tenker snart må kle hijab lange gevanter ikke skille bor gjerne niqab mer mer vanlig
"Er ikke rart når vi alle rede har batti mulla krekar uma uma, og de fortsetter å fylle inn landet våres med Søppel som bare vil komme til å Ødelegge for oss Opprinelige nordmenn. Voltekt av våre døtre må slåes hardt ned på",0,ikke rart rede batti mulla krekar uma uma fortsetter fylle landet våres søppel komme ødelegge opprinelige nordmenn voltekt våre døtre må slåes hardt
Herlig! Brenn gjerne et helt bål med koraner. Islam er og blir en fordervelse for vår jord og dens ekspansjon må stoppes før det er for sent!,0,herlig brenn gjerne helt bål koraner islam fordervelse jord dens ekspansjon må stoppes sent
Ja hadde det bare hvert helige skrifter. Der islam finnes. Er og forblir det et helvete på jord. Islam er ikke noe relgion men verdens farligste Idiologi.,0,hvert helige skrifter islam finnes forblir helvete jord islam ikke relgion verdens farligste idiologi
Har ett mye bedre forslag riv alle mosker å sammle sammen all djævelskapen å få dem ut av landet dem som oppfører seg som folk har arbeiid å kan forsørge seg selv for bli,0,mye bedre forslag riv mosker sammle sammen all djævelskapen få landet oppfører folk arbeiid forsørge
Jeg haret et mye bedere forslag. STENG ALLE MOSKEER OG KAST NØKKELEN. Det har mye større effekt.,0,haret mye bedere forslag steng moskeer kast nøkkelen mye større effekt
"Underkaster man seg islam å ikke kjemper imot er som å gi fra seg friheten bit for bit. Nok er nok, det kommer til å bli kaos men man kan ikke bare la de få viljen sin. Sharia har ingen ting å gjøre her i vesten",0,underkaster islam ikke kjemper imot gi friheten bit bit nok nok kommer kaos ikke la få viljen sharia ting gjøre vesten
"Venstresiden i Norge som gjerne importerer så mange kåte, hatefulle og hjernedøde arabere og nordafrikanere som mulig,vil også ha så mye ULV som mulig i Norge, forstå det de som kan(sauebøndene kan ikke).",0,venstresiden norge gjerne importerer kåte hatefulle hjernedøde arabere nordafrikanere mulig mye ulv mulig norge forstå sauebøndene ikke
"Det er problemer, vold og mord i muslimenes/Islams kjølevann. Det er bevist mange ganger.",0,problemer vold mord muslimenes islams kjølevann bevist ganger
"Er det mulig? Første steg til å overta korka og landet. De har holdt på lenge og nå er de et steg videre. Enkelte ledere , ikke bare i kirken, men også andre steder kryper de inn. Har sett det på nært hold,de melder seg inn for å få både mat og penger. Det har jeg sett . La oss få beholde vår kristenarv.",0,mulig første steg overta korka landet holdt lenge steg videre enkelte ledere ikke kirken andre steder kryper sett nært hold melder få mat penger sett la få beholde kristenarv
"Jeg tror muslimene ler av oss naive Nordmenn.Dde driver snik muslimisering av landet vårt.Kom på at muslimene FAKTISK kan LYVE IFLG koranen,om det tjener dem noe tilgode.De sier også at når de er nådd 10% av muslimer i et land,så anser de landet som sitt.Verden bedras.Trist.",0,tror muslimene ler naive nordmenn dde driver snik muslimisering landet vårt muslimene faktisk lyve iflg koranen tjener tilgode sier nådd muslimer land anser landet verden bedras trist
"Hvorfor skal muslimer inn overalt? Ikke bare i kirken, men også på fakultetet",0,muslimer overalt ikke kirken fakultetet
"Endelig et skritt i riktig retning. Ikke dem og oss, men vi. Det er mer som forener enn som skiller oss. Og kunnskap har aldri skadet noen.",1,endelig skritt riktig retning ikke mer forener skiller kunnskap aldri skadet
"Det virker som at folk i Norge har null informasjon om islamsk kultur. Er det så mange mennesker i Norge som ikke leser aviser utenfor Norges grenser? Folk som leser utenlandske aviser ser hva som skjer overalt i Europa med Islam.Hvis noen tror at det vil ikke skje i Norge. Da bør de lese hva som skjer i Sverige! Regjeringens spredning onde islamsk kultur overalt i Norge. Har alle glemt terroren i Norge? Det er en stor forskjell mellom å være hyggelig og snill ,og å være dum og naiv! Det er bedre å våkne opp så snart som mulig! Islam er djevelen!",0,virker folk norge null informasjon islamsk kultur mennesker norge ikke leser aviser utenfor norges grenser folk leser utenlandske aviser ser skjer overalt europa islam tror ikke skje norge bør lese skjer sverige regjeringens spredning onde islamsk kultur overalt norge glemt terroren norge stor forskjell hyggelig snill dum naiv bedre våkne snart mulig islam djevelen
"kanskje du vil forstå poenget selv når du leser om Islam .Nå kommer hit, tusenvis av flyktninger med en bakgrunn av voldelig kultur.",0,kanskje forstå poenget leser islam kommer hit tusenvis flyktninger bakgrunn voldelig kultur
"Nok et eksempel på at våre demokrati ikke er rustet for fremtiden. Løpet er kjørt, rart islamister og andre ikke setter mer fart i prosessen med å ta over. Hva hindrer de egentlig?",0,nok eksempel våre demokrati ikke rustet fremtiden løpet kjørt rart islamister andre ikke setter mer fart prosessen ta hindrer egentlig
"Heldigvis er flertallet imot en enda mer liberal invsmdringspolitikk. For hvilket land vil du att barna våres skal overta ? Ett land der sharia lovene får mer og mer fotfeste, eller ett land hvor vi ikke trenger frykte for våre barnebarns fremtid ?",0,heldigvis flertallet imot enda mer liberal invsmdringspolitikk hvilket land att barna våres overta land sharia lovene får mer mer fotfeste land ikke trenger frykte våre barnebarns fremtid
"La merke til noen flykninger fra Syria,hadde fått en fredelig plass i Danmark... Men de fortsetter å støtte djevelskapet... De må til en annen by for å handle halal mat.. X%av all halal merka mat,går til regimer som skaper krigen de flykter fra!!",0,la merke flykninger syria fått fredelig plass danmark fortsetter støtte djevelskapet må annen by handle halal mat x all halal merka mat går regimer skaper krigen flykter
"Fornuftig land,som prøver å stoppe de muslimske hordene,som prøver å innvadere Europa.",0,fornuftig land prøver stoppe muslimske hordene prøver innvadere europa
Östeuropa vet hva muslimer betyr,0,steuropa vet muslimer betyr
"Hvorfor er så mange av oss i mot bruk av hijab og annen islamsk uniformering? Det er ikke på grunn av hat mot enkeltmennesket - om man skal benytte et så sterkt uttrykk. Det er redselen for en totalitær religiøs kultur som tar stadig større plass i samfunnet vårt, og som krever stadig mer. Les siste blogg av Maria Zähler, så forstår man det kanskje bedre. Islamske kvinner har flere ganger bedt henne om å dekke seg til. Unge islamske menn roper ukvemsord siden hun ikke er tildekket og dermed etter deres definisjon uren.",0,bruk hijab annen islamsk uniformering ikke grunn hat enkeltmennesket benytte sterkt uttrykk redselen totalitær religiøs kultur tar stadig større plass samfunnet vårt krever stadig mer les siste blogg maria zhler forstår kanskje bedre islamske kvinner flere ganger bedt dekke unge islamske menn roper ukvemsord ikke tildekket dermed definisjon uren
"Ja, hadde hun deltatt i ett debattprogram med flere ungdommer, hadde det vært greit , men hun får jo ett eget program, det hun blir hovedpersonen.Og hijab er ett plagg, som ikke hører til i Norge Trist, at norske kvinner støtter dette igjen og igjen",0,deltatt debattprogram flere ungdommer greit får jo eget program hovedpersonen hijab plagg ikke hører norge trist norske kvinner støtter igjen igjen
"Det er trist at vi er så opptatte av å legge til rette for en religion som hører hjemme i Middelalderen og som aldri har vært en del av norske verdier, levemåte, kultur og tradisjoner. Det er greit nok at alle kan tro og mene hva de vil. At Norge og etniske nordmenn skal påtvinges noe som hører hjemme i Middelalderen, er særdeles kvinnefiendtlig og som ser på oss som infidels er vel toppen av naivitet. Hvorfor er vi villige til å gå veien mot selvdestruksjon?",0,trist opptatte legge rette religion hører hjemme middelalderen aldri del norske verdier levemåte kultur tradisjoner greit nok tro mene norge etniske nordmenn påtvinges hører hjemme middelalderen særdeles kvinnefiendtlig ser infidels vel toppen naivitet villige gå veien selvdestruksjon
"Islam er en førerideologi identisk nazismen. Faten tilhører en ekstrem islamsk organisasjon, noe Nrk har omtalt.",0,islam førerideologi identisk nazismen faten tilhører ekstrem islamsk organisasjon nrk omtalt
Hijab er et politisk symbol på lik linje med nazikorset.,0,hijab politisk symbol lik linje nazikorset
Vi bekjempet nazismen. Nå må islamismen bekjempes.,0,bekjempet nazismen må islamismen bekjempes
"""""""At det ennå er mennesker som tror at hijab er """"""""frivillig"""""""" når indoktrineringen og seksualiseringen starter allerede ved 6-7 års alderen forbauser meg.""""""",0,ennå mennesker tror hijab frivillig indoktrineringen seksualiseringen starter allerede års alderen forbauser
"Hijab, hører ikke hjemme her i Norge!! De får følge vår kultur!!",0,hijab hører ikke hjemme norge får følge kultur
Ja og i motsetning til deg synes jeg det ikke er NRK sin rolle å drive propaganda for en totalitær ideologi som islam.,0,motsetning synes ikke nrk rolle drive propaganda totalitær ideologi islam
"""""""NRK burde forstå at nå har folket kommet til et punkt hvor redsel for at en fremmed og ond ideologi skal få makt og innflytelse i vår kultur""",0,nrk burde forstå folket kommet punkt redsel fremmed ond ideologi få makt innflytelse kultur
""" undertrykker og nekter fri tanke og yttring kan vi ikke tolerere i et demokrati. Ytringsfrihet har en grense dersom den oppmuntrer til vold og tekassering av individer.og minoriteter.Her må det være klare grenser og alle må forstå at vi ikke tolererer vold og trusler. Det blir fullstendig feil når vi """""""""""""""" smisker"""""""""""""""" med farlige ideologier for at de skal """"""""""""""""blidgjøres og ufarliggjøres"""""""""""""""". I et multikulturelt samfunn må man leve etter tydlige """""""""""""""" kjøreregler"""""""""""""""" ellers er man dømt til kaos.""""""""""""""",1,undertrykker nekter fri tanke yttring ikke tolerere demokrati ytringsfrihet grense dersom oppmuntrer vold tekassering individer minoriteter må klare grenser må forstå ikke tolererer vold trusler fullstendig feil smisker farlige ideologier blidgjøres ufarliggjøres multikulturelt samfunn må leve tydlige kjøreregler ellers dømt kaos
Det er en god begynnelse.. Men er der flere som henger seg på?? Det vil vise seg..islam hører ikke til i Europa. Og språket i moskeene må kreves å bli brukt på det landets språk de oppholder seg i.!,0,god begynnelse flere henger vise islam hører ikke europa språket moskeene må kreves brukt landets språk oppholder
"Håper dette er bare begynnelsen, alle moskeer bør bort og stenges. Men det er vel for godt til å være sant.",0,håper begynnelsen moskeer bør bort stenges vel godt sant
Det hjelper så lite. Alle må stenges. Islam må forbys,0,hjelper lite må stenges islam må forbys
"""""""jeg mener det jeg skrev. Jeg har undersøkt og lest om islam. Om dens blodige vei fra Medína og utover Midtøsten, nord Afrika og Europa. 270 millioner er døde pga av en ideologi. Islam er ikke en religion, men en politisk ideologi. Den er skapt for å dominere, og jeg vil ikke bli dominert eller konventere. Det finnes såkalt """"""""snille og vennlige muslime"""""""", men når alt kommer til alt, så står det at muslimer skal gå i profeten Muhammeds sine fotspor. Hvis ikke, så er de ikke ekte muslimer. Og det er derfor IS dreper andre muslimer. For det er IS som gjør som det står skrevet. Det er de som er ortodokse. Det er de som er ekte islam. Islam er kun bra for bokstavtroe muslimske menn. Men jeg er for muslimer som egentlig er arabere, men e hater islam """"""",0,mener skrev undersøkt lest islam dens blodige vei medna utover midtøsten nord afrika europa millioner døde pga ideologi islam ikke religion politisk ideologi skapt dominere ikke dominert konventere finnes såkalt snille vennlige muslime alt kommer alt står muslimer gå profeten muhammeds fotspor ikke ikke ekte muslimer derfor is dreper andre muslimer is gjør står skrevet ortodokse ekte islam islam bra bokstavtroe muslimske menn muslimer egentlig arabere e hater islam
"Og de muslimske kvinnene kunne heller ikke ta kronprins Håkon i hånden, men de kan ta imot penger fra NAV. Snakk om diskriminering og rasisme fra berikelsen som mange ynder å kalle dem for. Har de respekt for etniske nordmenn? Niks, ingen respekt.",0,muslimske kvinnene heller ikke ta kronprins håkon hånden ta imot penger nav snakk diskriminering rasisme berikelsen ynder kalle respekt etniske nordmenn niks respekt
Hvorfor tar vi imot den islam djevelen?,0,tar imot islam djevelen
Vi vantro er da ikke verd å bli hilst på... Når det rette tidspunkt er der skal vi jo drepes uansett. Nå har de klart å drepe alle kristne i muslimske land så vi står vel for tur om ikke lenge.,0,vantro ikke verd hilst rette tidspunkt jo drepes uansett klart drepe kristne muslimske land står vel tur ikke lenge
"Søppel Kjerringer, og Søppel Islam, en Dårlig Kombinasjon.",0,søppel kjerringer søppel islam dårlig kombinasjon
"Det er ikke høyreekstremt å være imot islam av kristne grunner, og å kjempe imot islam før Europa/Vesten islamiseres.",0,ikke høyreekstremt imot islam kristne grunner kjempe imot islam europa vesten islamiseres
"Enda et grotesk eksempel på toppen av naivitet! Bare vent, Carola, du blir nok fanget i en storm vind, sterkere enn du tror, når svartingene tar seg til rette!",0,enda grotesk eksempel toppen naivitet vent carola nok fanget storm vind sterkere tror svartingene tar rette
Ja og et legitimt spørsmål videre vil jo også være i vilken grad den norske befolkning ønsker en fortsatt import av denne kulturelle og relgiøse anderledesheten. Dette er noe norske myndigheter og media aldri tar opp.,0,legitimt spørsmål videre jo vilken grad norske befolkning ønsker fortsatt import kulturelle relgiøse anderledesheten norske myndigheter media aldri tar
Islam er verre enn nazismen på sitt veste.,0,islam verre nazismen veste
Muslimer angriper samfunnet vårt på alle måter og takket være multikulturalismen så vinner de frem stort med det fabrikerte rasisme stempelet sitt.,0,muslimer angriper samfunnet vårt måter takket multikulturalismen vinner frem stort fabrikerte rasisme stempelet
"Grunnen til at du generaliserer alle i én suppe, er fordi du ikke kjenner noen muslimer. Så for deg er de alle av samme ulla. Fra ditt perspektiv virker det som om landet vårt, for ikke å si verden vår, hadde vært et bedre sted uten dem.",1,grunnen generaliserer n suppe ikke kjenner muslimer ulla perspektiv virker landet vårt ikke verden bedre sted
"Det er Islam som er den største årsaken til at de er psykisk ødelagt til å drepe/kniv stikke andre, men venstresiden prøver seg med alle andre unnskyldninger som vanlig.",0,islam største årsaken psykisk ødelagt drepe kniv stikke andre venstresiden prøver andre unnskyldninger vanlig
"Hvis ønske ditt er at helvete er den plassen som Europas borgere skal befinne seg i, vel ja, da er du en borger som alkoholikeren Jean-Claude Juncker drømmer om. Alle andre, som fortsatt er ved sine fulle fem, vet at dette samfunnet er et samfunn som ikke kommer til å fungere, foruten den islamske fascismen.",0,ønske helvete plassen europas borgere befinne vel borger alkoholikeren jean claude juncker drømmer andre fortsatt fulle fem vet samfunnet samfunn ikke kommer fungere foruten islamske fascismen
"Er det ikke heller muslimer som ikke vil tilpasse seg, som forakter de <U+0093>vantro<U+0094>, som utøver vold mot innbyggerne i vertslandet, som er rasister?",0,ikke heller muslimer ikke tilpasse forakter u vantro u utøver vold innbyggerne vertslandet rasister
"Så heldige er vi ikke. Alle muslimske land burde ha visum for å komme hit,og garanti for at de reiser ut igjen.",0,heldige ikke muslimske land burde visum komme hit garanti reiser igjen
